Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Diablo III,PC,2012,Role-Playing,Blizzard Entertainment,2.44,2.16,0.0,0.54,5.14,88.0,86,4.0,33,Blizzard Entertainment,M
Medal of Honor: Rising Sun,PS2,2003,Shooter,EA LA,1.98,2.23,0.13,0.8,5.13,68.0,30,7.6,100,EA LA,T
Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,69.0,17,7.7,16,Nintendo,E
Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,70.0,17,7.5,19,Microsoft Game Studios,E
Guitar Hero II,PS2,2006,Misc,Harmonix Music Systems,3.81,0.63,0.0,0.68,5.12,92.0,69,8.5,112,Harmonix Music Systems,T
Fable III,X360,2010,Role-Playing,Lionhead Studios,3.59,1.08,0.05,0.38,5.1,80.0,88,6.5,33,Lionhead Studios,M
Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.63,2.45,0.44,0.57,5.09,75.0,18,7.4,15,Sega,E
Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76,7.5,20,Capcom,M
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57,8.0,20,Nintendo,E
Super Mario Bros.,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,69.0,17,7.7,16,Nintendo,E
FIFA Soccer 11,PS3,2010,Sports,EA Sports,0.61,3.28,0.06,1.12,5.07,89.0,51,8.0,15,EA Sports,E
Resident Evil,PS,1996,Action,Capcom,2.05,1.16,1.11,0.73,5.05,91.0,8,9.0,20,Capcom,M
Grand Theft Auto: Vice City Stories,PSP,2006,Action,Rockstar Leeds,1.7,1.99,0.16,1.18,5.03,86.0,50,8.0,150,Rockstar Leeds,M
Tony Hawk's Pro Skater,PS,1999,Sports,Neversoft Entertainment,3.42,1.38,0.02,0.2,5.02,92.0,18,9.2,69,Neversoft Entertainment,T
Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,73.0,24,7.8,22,Eidos Interactive,E
Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,69.0,17,7.7,16,Sony Computer Entertainment,E
Guitar Hero III: Legends of Rock,PS2,2007,Misc,"Neversoft Entertainment, BudCat",3.49,0.01,0.01,1.48,4.98,82.0,24,8.2,46,"Neversoft Entertainment, BudCat",T
Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34,7.1,47,Nintendo,T
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,74.0,30,7.8,33,Nintendo,E
Fallout 3,X360,2008,Role-Playing,Bethesda Game Studios,3.4,0.99,0.09,0.45,4.93,93.0,84,8.5,33,Bethesda Game Studios,M
Uncharted: Drake's Fortune,PS3,2007,Action,"Naughty Dog, SCE/WWS",2.31,1.72,0.12,0.77,4.92,88.0,66,8.1,20,"Naughty Dog, SCE/WWS",T
Madden NFL 06,PS2,2005,Sports,EA Sports,3.98,0.26,0.01,0.66,4.91,88.0,29,8.0,121,EA Sports,E
Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,69.0,17,7.4,15,Nintendo,E
Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,74.0,30,7.8,33,Capcom,E
Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.6,1.08,0.81,0.38,4.87,72.0,25,7.6,24,Nintendo,E
Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,70.0,14,7.5,11,Nintendo,E
StarCraft II: Wings of Liberty,PC,2010,Strategy,Blizzard Entertainment,2.57,1.68,0.0,0.58,4.84,93.0,82,8.2,22,Blizzard Entertainment,T
Assassin's Creed,PS3,2007,Adventure,Ubisoft Montreal,1.91,2.0,0.09,0.82,4.82,81.0,40,7.3,14,Ubisoft Montreal,M
God of War III,PS3,2010,Action,SCE Santa Monica,2.74,1.33,0.12,0.61,4.8,92.0,101,8.7,20,SCE Santa Monica,M
Crash Team Racing,PS,1999,Racing,Naughty Dog,2.57,1.57,0.44,0.21,4.79,88.0,20,9.0,15,Naughty Dog,E
LEGO Star Wars: The Complete Saga,DS,2007,Action,TT Fusion,2.83,1.48,0.0,0.45,4.76,80.0,9,5.4,46,TT Fusion,E
Driver 2,PS,2000,Action,Reflections Interactive,2.36,2.1,0.02,0.25,4.73,62.0,14,7.7,92,Reflections Interactive,T
Batman: Arkham City,X360,2011,Action,Rocksteady Studios,2.99,1.27,0.04,0.42,4.73,94.0,87,8.7,20,Rocksteady Studios,T
The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.88,2.0,0.07,0.77,4.71,68.0,22,7.4,20,Sony Computer Entertainment,E
The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,69.0,17,7.4,15,Vivendi Games,E
Tony Hawk's Pro Skater 2,PS,2000,Sports,Neversoft Entertainment,3.05,1.41,0.02,0.2,4.68,98.0,19,7.7,15,Neversoft Entertainment,T
The Lord of the Rings: The Two Towers,PS2,2002,Action,Stormfront Studios,1.94,1.95,0.08,0.7,4.67,82.0,32,8.2,78,Stormfront Studios,T
Tomb Raider,PS,1996,Action,Core Design Ltd.,2.29,1.97,0.13,0.24,4.63,91.0,13,8.6,147,Core Design Ltd.,T
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,50,7.6,119,Nintendo,E
Uncharted: The Nathan Drake Collection,PS4,2015,Action,Bluepoint Games,2.07,1.71,0.08,0.76,4.62,86.0,78,8.1,20,Bluepoint Games,T
The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,68.0,22,7.4,20,Nintendo,E
The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80,8.9,20,Nintendo,E
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Vicarious Visions,3.04,1.11,0.0,0.43,4.6,86.0,36,8.4,87,Vicarious Visions,T
Luigi's Mansion: Dark Moon,3DS,2013,Action,Next Level Games,1.8,1.39,1.11,0.29,4.59,86.0,74,8.4,20,Next Level Games,E
Forza Motorsport 4,X360,2011,Racing,Turn 10,2.08,1.97,0.06,0.46,4.57,91.0,83,8.2,15,Turn 10,E
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.87,1.96,0.22,0.48,4.53,75.0,18,7.4,15,Sega,E
Madden NFL 2005,PS2,2004,Sports,EA Tiburon,4.18,0.26,0.01,0.08,4.53,91.0,30,7.9,78,EA Tiburon,E
Guitar Hero III: Legends of Rock,X360,2007,Misc,Neversoft Entertainment,3.19,0.91,0.01,0.42,4.53,85.0,69,7.9,165,Neversoft Entertainment,T
Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0.0,0.05,4.5,69.0,17,7.7,16,Activision,E
Madden NFL 07,PS2,2006,Sports,EA Sports,3.63,0.24,0.01,0.61,4.49,84.0,29,8.2,39,EA Sports,E
Halo 5: Guardians,XOne,2015,Shooter,343 Industries,2.78,1.27,0.03,0.41,4.48,84.0,101,6.4,27,343 Industries,T
Spider-Man: The Movie,PS2,2002,Action,Treyarch,2.71,1.51,0.03,0.23,4.48,76.0,25,7.9,41,Treyarch,E
Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,74.0,30,7.8,33,Enix Corporation,E
Call of Duty: Infinite Warfare,PS4,2016,Shooter,Infinity Ward,1.61,2.0,0.15,0.71,4.46,77.0,82,3.4,27,Infinity Ward,M
God of War,PS2,2005,Action,SCE Santa Monica,2.71,1.29,0.02,0.43,4.45,94.0,75,8.9,20,SCE Santa Monica,M
Splatoon,WiiU,2015,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,81.0,88,8.5,27,Nintendo,E10+
Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61,7.9,13,Nintendo,E10+
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Neversoft Entertainment,2.66,1.29,0.01,0.46,4.41,97.0,34,7.5,15,Neversoft Entertainment,T
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami,0.1,2.39,1.05,0.86,4.39,86.0,19,8.9,33,Konami,E
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Bethesda Softworks,2.82,1.03,0.13,0.4,4.38,94.0,90,8.7,33,Bethesda Softworks,M
Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,66.0,17,7.6,14,Nintendo,E
Need for Speed: Most Wanted,PS2,2005,Racing,EA Canada,2.03,1.79,0.08,0.47,4.37,82.0,36,9.1,137,EA Canada,T
Michael Jackson: The Experience,Wii,2010,Misc,"Ubisoft Paris, Ubisoft Montpellier",2.64,1.33,0.01,0.39,4.36,56.0,37,8.3,31,"Ubisoft Paris, Ubisoft Montpellier",E10+
Call of Duty: Advanced Warfare,PS3,2014,Shooter,High Moon Studios,1.56,1.93,0.19,0.68,4.36,73.0,32,4.8,27,High Moon Studios,M
Resistance: Fall of Man,PS3,2006,Shooter,Insomniac Games,1.74,1.72,0.14,0.75,4.34,86.0,70,8.1,27,Insomniac Games,M
Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,69.0,17,7.7,16,Sega,E
Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,64,9.0,33,Square Enix,E10+
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.09,1.31,0.62,0.31,4.33,68.0,22,7.4,20,Nintendo,E
Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,93.0,83,9.0,16,Nintendo,E
Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68,4.32,69.0,17,7.1,13,Sony Computer Entertainment Europe,E
Asteroids,2600,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,73.0,32,7.4,27,Atari,E
Call of Duty: Advanced Warfare,X360,2014,Shooter,High Moon Studios,2.77,1.11,0.0,0.4,4.29,73.0,32,4.9,27,High Moon Studios,M
FIFA 15,PS3,2014,Sports,EA Sports,0.58,3.02,0.04,0.64,4.28,75.0,18,4.5,109,EA Sports,E
Fable II,X360,2008,Role-Playing,Lionhead Studios,2.51,1.24,0.11,0.41,4.27,89.0,95,6.5,33,Lionhead Studios,M
Namco Museum,GBA,2001,Misc,Mass Media,3.0,1.11,0.05,0.07,4.24,79.0,10,7.3,6,Mass Media,E
Batman: Arkham Asylum,PS3,2009,Action,Rocksteady Studios,2.24,1.31,0.07,0.61,4.23,91.0,70,8.9,20,Rocksteady Studios,T
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,KCEJ,1.46,0.0,0.83,1.93,4.23,91.0,68,9.3,20,KCEJ,M
Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft Montreal,1.41,2.01,0.1,0.7,4.22,80.0,39,7.5,20,Ubisoft Montreal,M
Fallout 4,XOne,2015,Role-Playing,Bethesda Game Studios,2.51,1.32,0.01,0.38,4.22,88.0,39,6.2,33,Bethesda Game Studios,M
FIFA 14,X360,2013,Sports,EA Canada,0.92,2.89,0.01,0.4,4.22,84.0,41,4.2,15,EA Canada,E
Daxter,PSP,2006,Platform,Ready at Dawn,2.45,1.01,0.0,0.75,4.21,85.0,59,8.7,109,Ready at Dawn,E10+
Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,73.0,24,7.8,22,Activision,E
FIFA Soccer 06,PS2,2005,Sports,EA Canada,0.78,2.55,0.04,0.84,4.21,80.0,32,7.8,47,EA Canada,E
EyeToy Play,PS2,2003,Misc,"SCEE, Zoe Mode",0.88,2.3,0.2,0.83,4.2,80.0,32,7.5,22,"SCEE, Zoe Mode",E
Gran Turismo 5 Prologue,PS3,2007,Racing,Polyphony Digital,1.28,1.82,0.57,0.52,4.19,80.0,67,7.1,120,Polyphony Digital,E
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft Montreal,2.25,1.47,0.04,0.43,4.19,80.0,77,7.2,20,Ubisoft Montreal,M
FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,75.0,18,7.4,15,Electronic Arts,E
Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,68.0,22,7.4,20,Palcom,E
Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,94.0,61,7.3,24,Capcom,T
Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,69.0,17,7.4,15,Nintendo,E
Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,68.0,22,7.4,20,Hasbro Interactive,E
Madden NFL 2003,PS2,2002,Sports,EA Sports,3.36,0.21,0.01,0.56,4.14,95.0,25,7.7,65,EA Sports,E
Half-Life,PC,1997,Shooter,Valve Software,4.03,0.0,0.09,0.0,4.12,96.0,24,9.1,27,Valve Software,M
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,69.0,17,7.7,16,Nintendo,E
FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,75.0,18,7.4,15,Electronic Arts,E
Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,72.0,25,7.6,24,Capcom,E
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Blizzard Entertainment,2.57,1.52,0.0,0.0,4.09,91.0,46,7.9,33,Blizzard Entertainment,T
Battlefield 1,PS4,2016,Shooter,EA DICE,1.1,2.15,0.21,0.61,4.08,88.0,31,8.4,27,EA DICE,M
God of War II,PS2,2007,Action,SCE Santa Monica,2.32,0.04,0.04,1.67,4.07,93.0,70,8.9,20,SCE Santa Monica,M
World Soccer Winning Eleven 9,PS2,2005,Sports,Konami,0.12,2.26,0.9,0.77,4.06,75.0,18,8.2,23,Konami,E
Fallout: New Vegas,X360,2010,Role-Playing,Obsidian Entertainment,2.66,1.03,0.04,0.33,4.05,84.0,81,8.1,33,Obsidian Entertainment,M
Forza Motorsport 2,X360,2007,Racing,Turn 10,2.35,1.27,0.03,0.41,4.05,90.0,66,8.3,15,Turn 10,E
Carnival Games,Wii,2007,Misc,Cat Daddy Games,2.12,1.47,0.05,0.42,4.05,56.0,27,6.0,44,Cat Daddy Games,E
Watch Dogs,PS4,2014,Action,Ubisoft Montreal,1.4,1.9,0.11,0.64,4.05,80.0,80,6.3,20,Ubisoft Montreal,M
Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,69.0,17,7.1,13,Sony Computer Entertainment,E
Tekken Tag Tournament,PS2,2000,Fighting,Namco,1.68,1.51,0.51,0.35,4.05,85.0,25,8.5,117,Namco,T
Far Cry 4,PS4,2014,Shooter,Ubisoft Montreal,1.13,2.18,0.1,0.63,4.04,85.0,83,7.7,27,Ubisoft Montreal,M
Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,73.0,32,7.4,27,Nintendo,E
Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,75.0,18,7.4,15,Nintendo,E
Namco Museum: 50th Anniversary,PS2,2005,Misc,Digital Eclipse,2.08,1.35,0.0,0.54,3.98,61.0,21,7.1,13,Digital Eclipse,E10+
Left 4 Dead 2,X360,2009,Shooter,Valve Software,2.67,0.87,0.05,0.38,3.97,89.0,76,8.6,27,Valve Software,M
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,CD Projekt Red Studio,1.02,2.13,0.23,0.59,3.97,92.0,79,9.2,33,CD Projekt Red Studio,M
Assassin's Creed: Unity,PS4,2014,Action,"Ubisoft, Ubisoft Montreal",1.19,2.07,0.08,0.62,3.96,70.0,40,4.9,20,"Ubisoft, Ubisoft Montreal",M
Batman: Arkham Knight,PS4,2015,Action,Rocksteady Studios,1.53,1.69,0.1,0.64,3.95,87.0,89,7.6,20,Rocksteady Studios,M
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,81,8.0,20,Nintendo,E10+
Fallout 3,PS3,2008,Role-Playing,Bethesda Game Studios,2.15,1.13,0.07,0.59,3.94,90.0,57,8.0,33,Bethesda Game Studios,M
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Level 5,0.9,1.76,0.92,0.37,3.94,84.0,65,8.8,72,Level 5,E10+
Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,69.0,17,7.7,16,Nintendo,E
EA Sports Active,Wii,2009,Sports,EA Canada,2.09,1.35,0.06,0.4,3.9,81.0,27,8.7,39,EA Canada,E
Tony Hawk's Underground,PS2,2003,Sports,Neversoft Entertainment,2.29,1.17,0.01,0.42,3.9,90.0,38,8.7,121,Neversoft Entertainment,T
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Capcom,0.68,0.48,2.62,0.11,3.89,86.0,80,8.7,33,Capcom,T
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Game Studios,1.16,2.12,0.0,0.6,3.88,94.0,32,8.1,33,Bethesda Game Studios,M
NBA 2K16,PS4,2015,Sports,Visual Concepts,2.49,0.66,0.03,0.69,3.88,87.0,51,6.7,15,Visual Concepts,E10+
Tekken 5,PS2,2005,Fighting,Namco,0.93,1.94,0.31,0.7,3.87,88.0,62,8.6,24,Namco,T
Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,74.0,30,7.8,33,Enix Corporation,E
MotorStorm,PS3,2006,Racing,Evolution Studios,1.53,1.6,0.06,0.67,3.87,84.0,9,7.4,15,Evolution Studios,T
Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.41,0.73,0.27,3.85,70.0,17,7.5,19,Nintendo,E
World Soccer Winning Eleven 8 International,PS2,2004,Sports,KCET,0.16,1.89,1.12,0.68,3.85,91.0,26,9.1,38,KCET,E
Sports Champions,PS3,2010,Sports,"SCEA, Zindagi Games",2.13,1.12,0.1,0.5,3.84,76.0,64,7.9,104,"SCEA, Zindagi Games",E10+
Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,69.0,17,7.1,13,Sony Computer Entertainment,E
The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,68.0,22,7.4,20,Nintendo,E
Call of Duty: Ghosts,PS4,2013,Shooter,Infinity Ward,1.78,1.43,0.05,0.57,3.83,78.0,49,3.7,27,Infinity Ward,M
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,"Nintendo, Namco Bandai Games",0.86,1.56,1.05,0.35,3.83,59.0,22,4.0,4,"Nintendo, Namco Bandai Games",E
Tom Clancy's The Division,PS4,2016,Shooter,Massive Entertainment,1.35,1.7,0.15,0.6,3.8,80.0,64,7.0,27,Massive Entertainment,M
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,33,6.9,39,Nintendo,E
Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,68.0,22,7.4,20,Virgin Interactive,E
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,74.0,30,7.8,33,Nintendo,E
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Traveller's Tales,2.4,1.01,0.0,0.36,3.76,77.0,60,7.5,66,Traveller's Tales,E10+
The Sims: Unleashed,PC,2002,Simulation,Maxis,2.03,1.56,0.0,0.17,3.76,79.0,21,8.0,29,Maxis,T
Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,69.0,17,7.7,16,Sony Computer Entertainment,E
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Argonaut Games,1.37,2.0,0.14,0.22,3.73,64.0,11,7.5,41,Argonaut Games,E
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45,3.72,75.0,18,7.4,15,Sega,E
Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,68.0,22,7.4,20,Eidos Interactive,E
Super Paper Mario,Wii,2007,Platform,Intelligent Systems,1.95,0.86,0.59,0.31,3.71,85.0,56,7.9,16,Intelligent Systems,E
Spyro: Year of the Dragon,PS,2000,Platform,Insomniac Games,1.93,1.58,0.0,0.19,3.71,91.0,15,8.8,16,Insomniac Games,E
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,36,8.1,20,Ubisoft,M
FIFA Soccer 2005,PS2,2004,Sports,EA Canada,0.58,2.48,0.04,0.59,3.7,81.0,27,7.6,56,EA Canada,E
Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,73.0,24,7.8,22,Nintendo,E
Friend Collection,DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,69.0,17,7.1,13,Nintendo,E
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Neversoft Entertainment,2.13,1.18,0.01,0.35,3.67,94.0,27,8.5,128,Neversoft Entertainment,T
Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66,73.0,32,7.4,27,Electronic Arts,E
MySims,DS,2007,Simulation,TOSE,1.58,1.59,0.08,0.41,3.66,67.0,15,7.3,13,TOSE,E
Midnight Club 3: DUB Edition,PSP,2005,Racing,Rockstar Leeds,1.65,1.21,0.0,0.79,3.65,74.0,34,8.4,31,Rockstar Leeds,E10+
Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,69.0,17,7.7,16,Nintendo,E
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Zipper Interactive,2.53,0.81,0.06,0.24,3.65,82.0,42,7.9,82,Zipper Interactive,M
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Naughty Dog,2.08,1.09,0.15,0.33,3.64,90.0,35,8.7,16,Naughty Dog,E
Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,70.0,17,7.5,19,Nintendo,E
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami,0.05,0.0,0.64,2.93,3.63,82.0,10,7.9,38,Konami,E
Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,38,8.9,20,Capcom,M
Guitar Hero: World Tour,Wii,2008,Misc,Vicarious Visions,2.32,0.96,0.0,0.34,3.62,86.0,18,7.6,71,Vicarious Visions,T
FIFA Soccer 10,PS3,2009,Sports,EA Sports,0.6,2.45,0.05,0.52,3.62,91.0,56,7.6,15,EA Sports,E
Star Wars: Battlefront,PS2,2004,Shooter,Pandemic Studios,1.93,1.22,0.03,0.44,3.61,82.0,36,8.7,142,Pandemic Studios,T
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,73.0,32,7.4,27,Virgin Interactive,E
The Simpsons: Road Rage,PS2,2001,Racing,Fox Interactive,2.02,1.17,0.0,0.42,3.61,64.0,23,7.7,32,Fox Interactive,T
Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,34,8.5,161,Nintendo,E
Battlefield 4,PS4,2013,Shooter,EA DICE,1.35,1.55,0.17,0.51,3.59,85.0,18,6.9,27,EA DICE,M
Star Wars: Battlefront II,PS2,2005,Shooter,Pandemic Studios,2.18,1.02,0.03,0.37,3.59,84.0,30,9.0,27,Pandemic Studios,T
Just Dance 2014,Wii,2013,Misc,Ubisoft,1.88,1.39,0.0,0.31,3.59,69.0,17,6.2,10,Ubisoft,E10+
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,Office Create,1.6,1.49,0.1,0.39,3.58,70.0,39,8.0,9,Office Create,E
WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,72.0,25,7.6,24,THQ,E
Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,69.0,17,7.7,16,Fox Interactive,E
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Rockstar Leeds,1.56,1.4,0.07,0.5,3.54,78.0,49,7.8,112,Rockstar Leeds,M
The Getaway,PS2,2002,Action,Team Soho,1.23,1.77,0.05,0.49,3.54,72.0,49,6.8,88,Team Soho,M
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,68.0,22,7.4,20,Eidos Interactive,E
James Bond 007: Agent Under Fire,PS2,2001,Shooter,EA Redwood Shores,1.9,1.13,0.1,0.41,3.53,72.0,27,7.9,48,EA Redwood Shores,T
LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,68.0,22,7.4,20,Eidos Interactive,E
Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52,68.0,22,7.4,20,THQ,E
FIFA Soccer 11,X360,2010,Sports,EA Sports,0.71,2.39,0.02,0.4,3.52,88.0,66,7.5,155,EA Sports,E
Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,69.0,17,7.7,16,Sony Computer Entertainment,E
Left 4 Dead,X360,2008,Shooter,Certain Affinity,2.66,0.49,0.05,0.3,3.51,89.0,67,7.9,27,Certain Affinity,M
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,69.0,17,7.7,16,Nintendo,E
Assassin's Creed: Unity,XOne,2014,Action,"Ubisoft, Ubisoft Montreal",2.27,0.9,0.0,0.33,3.5,72.0,59,4.1,20,"Ubisoft, Ubisoft Montreal",M
Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,68.0,22,7.4,20,Nintendo,E
Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,91,7.5,20,Capcom,M
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft Montreal,2.85,0.38,0.03,0.24,3.49,89.0,81,8.3,20,Ubisoft Montreal,M
FIFA Soccer 2004,PS2,9999,Sports,EA Canada,0.59,2.36,0.04,0.51,3.49,84.0,20,6.4,76,EA Canada,E
Battlefield 4,PS3,2013,Shooter,EA DICE,1.3,1.42,0.27,0.5,3.49,80.0,14,5.8,27,EA DICE,M
Batman: Arkham Asylum,X360,2009,Action,Rocksteady Studios,2.2,0.95,0.02,0.31,3.48,92.0,78,8.7,20,Rocksteady Studios,T
Battlefield 4,X360,2013,Shooter,EA DICE,2.15,1.01,0.02,0.31,3.48,79.0,21,5.6,27,EA DICE,M
